OID	pop	PointX	PointY	fcadidature	fcost	fcapacity
628	124	19693732.34	3840841.611	0	0	0
629	124	19694241.31	3840996.747	0	0	0
630	68	19694258.81	3839626.705	0	0	0
631	68	19694200.56	3839991.205	0	0	0
632	68	19693972.51	3839624.072	0	0	0
633	68	19693605.57	3839521.597	0	0	0
634	68	19692753.32	3839882.682	0	0	0
635	68	19692994.22	3839625.07	0	0	0
636	167	19695016.7	3841675.932	0	0	0
637	91	19695596.82	3841656.005	0	0	0
638	91	19696062.74	3841585.339	0	0	0
639	91	19696490.28	3841357.758	0	0	0
640	68	19696584.25	3840805.387	0	0	0
641	68	19696352.41	3840688.322	0	0	0
642	68	19696315.63	3841097.157	0	0	0
643	91	19695633.02	3841238.56	0	0	0
644	68	19694640.45	3840758.633	0	0	0
645	68	19695008.14	3840329.801	0	0	0
646	68	19696378.54	3839987.361	0	0	0
647	68	19695607.56	3839779.848	0	0	0
648	68	19695162.34	3839611.974	0	0	0
649	146	19698788.31	3841664.447	0	0	0
650	193	19698020.01	3841729.088	0	0	0
651	68	19697072.43	3840960.878	0	0	0
652	87	19697432.44	3839876.743	0	0	0
653	238	19698954.56	3840136.133	0	0	0
654	87	19698084.72	3840238.894	0	0	0
655	115	19698529.46	3840535.29	0	0	0
656	115	19698960.83	3840841.06	0	0	0
657	115	19698513.2	3841245.503	0	0	0
658	116	19700212.12	3840034.439	0	0	0
659	86	19700920.31	3839997.647	0	0	0
660	116	19700644.5	3840381.719	0	0	0
661	116	19699863.31	3840896.538	0	0	0
662	238	19700135.19	3841751.759	0	0	0
663	183	19700825.32	3841585.165	0	0	0
664	206	19702274.32	3841431.898	0	0	0
665	146	19701590.97	3840786.577	0	0	0
666	70	19703144.35	3839585.608	0	0	0
667	32	19702744.73	3839952.243	0	0	0
668	123	19703154.62	3840143.388	0	0	0
669	123	19703414.38	3840298.454	0	0	0
670	44	19702165.78	3839989.391	0	0	0
671	116	19701724.07	3839873.181	0	0	0
672	116	19701421.77	3840177.975	0	0	0
673	164	19702594.74	3840867.478	0	0	0
674	116	19701810.29	3840461.918	0	0	0
675	116	19701559.99	3841187.36	0	0	0
676	183	19701261.44	3841212.481	0	0	0
677	151	19703464.25	3841349.708	0	0	0
678	164	19702971.45	3841535.985	0	0	0
679	70	19704209.1	3839562.022	0	0	0
680	70	19704062.26	3839829.666	0	0	0
681	251	19705074.84	3840004.965	0	0	0
682	70	19704302.08	3840018.647	0	0	0
683	70	19703848.0	3840016.022	0	0	0
684	251	19705291.0	3840604.201	0	0	0
685	251	19705778.14	3840637.845	0	0	0
686	70	19704089.59	3840837.326	0	0	0
687	70	19703861.45	3840668.309	0	0	0
688	151	19703632.23	3840786.582	0	0	0
689	151	19704663.92	3841394.248	0	0	0
690	251	19705592.16	3841391.304	0	0	0
691	151	19704913.33	3841421.052	0	0	0
692	251	19705226.35	3841624.667	0	0	0
693	151	19703654.32	3841717.25	0	0	0
694	335	19705855.78	3843486.092	0	0	0
695	255	19704011.01	3842633.498	0	0	0
696	424	19705325.26	3843168.585	0	0	0
697	342	19704133.05	3843412.66	0	0	0
698	251	19705037.52	3842033.093	0	0	0
699	151	19704378.0	3841891.755	0	0	0
700	276	19704386.98	3842629.943	0	0	0
701	276	19704181.89	3842951.036	0	0	0
702	264	19703715.94	3843531.899	0	0	0
703	276	19704443.2	3843304.341	0	0	0
704	375	19704647.57	3843730.344	0	0	0
705	375	19704220.11	3843815.768	0	0	0
706	230	19701795.56	3842483.298	0	0	0
707	328	19702687.37	3843018.385	0	0	0
708	372	19701785.46	3843622.649	0	0	0
709	372	19702188.91	3843719.075	0	0	0
710	372	19701698.06	3843016.691	0	0	0
711	183	19702236.27	3842390.88	0	0	0
712	151	19703136.32	3841987.997	0	0	0
713	202	19702912.31	3842328.642	0	0	0
714	151	19703464.91	3842506.729	0	0	0
715	202	19703500.25	3842901.891	0	0	0
716	276	19703409.89	3843127.61	0	0	0
717	264	19702941.52	3843066.525	0	0	0
718	264	19703261.56	3843979.457	0	0	0
719	4162	19701047.64	3842997.398	1	0	21073
720	300	19700256.01	3841891.886	0	0	0
721	476	19700180.91	3843675.51	0	0	0
722	438	19699229.53	3843782.333	0	0	0
723	463	19701204.19	3843317.714	0	0	0
724	351	19699103.75	3843955.085	0	0	0
725	351	19699156.44	3843417.817	0	0	0
726	238	19699586.51	3841962.404	0	0	0
727	115	19699115.64	3842366.969	0	0	0
728	381	19699450.65	3842407.248	0	0	0
729	115	19699108.43	3842803.558	0	0	0
730	381	19699502.5	3842762.212	0	0	0
731	238	19700309.19	3842680.8	0	0	0
732	381	19699779.64	3842901.336	0	0	0
733	372	19700765.17	3843277.933	0	0	0
734	238	19700520.93	3842943.963	0	0	0
735	381	19700388.69	3843577.603	0	0	0
736	238	19700630.41	3842111.633	0	0	0
737	372	19701030.13	3841882.13	0	0	0
738	112	19697133.53	3842349.931	0	0	0
739	490	19696963.59	3843984.65	0	0	0
740	387	19697140.82	3843999.492	0	0	0
741	351	19698309.54	3843677.405	0	0	0
742	351	19698627.77	3843742.235	0	0	0
743	351	19698703.4	3843361.794	0	0	0
744	258	19698387.2	3842920.011	0	0	0
745	91	19697247.64	3842721.323	0	0	0
746	167	19696921.18	3842705.371	0	0	0
747	167	19696744.15	3842917.948	0	0	0
748	91	19697210.5	3841904.578	0	0	0
749	193	19697678.49	3842271.142	0	0	0
750	208	19695304.59	3842107.151	0	0	0
751	201	19694501.13	3843375.841	0	0	0
752	510	19695449.05	3843959.784	0	0	0
753	387	19696004.87	3843989.601	0	0	0
754	387	19696640.64	3843973.518	0	0	0
755	167	19696180.71	3842776.191	0	0	0
756	167	19695850.56	3842264.881	0	0	0
757	167	19695427.6	3842424.216	0	0	0
758	167	19694460.02	3842040.29	0	0	0
759	6248	19693311.11	3843969.286	0	0	0
760	126	19693303.96	3844013.763	0	0	0
761	252	19693823.26	3842858.033	0	0	0
762	143	19692393.56	3843302.035	0	0	0
763	97	19694081.16	3843858.981	0	0	0
764	97	19693054.74	3843620.97	0	0	0
765	97	19693656.55	3843506.195	0	0	0
766	97	19693906.01	3843162.226	0	0	0
767	97	19692901.14	3842985.006	0	0	0
768	387	19694446.58	3842656.424	0	0	0
769	201	19694328.58	3842956.806	0	0	0
770	151	19692585.35	3842296.48	0	0	0
771	151	19693482.8	3841921.376	0	0	0
772	167	19694447.13	3841850.852	0	0	0
773	73	19690941.48	3842073.283	0	0	0
774	107	19691625.15	3843335.667	0	0	0
775	297	19690383.81	3843848.221	0	0	0
776	297	19690973.13	3843658.491	0	0	0
777	97	19692001.21	3842728.776	0	0	0
778	73	19691304.14	3842211.616	0	0	0
779	153	19689009.28	3841924.691	0	0	0
780	95	19689725.79	3841891.538	0	0	0
781	95	19689514.37	3842130.643	0	0	0
782	95	19688013.44	3842492.111	0	0	0
783	95	19687678.24	3842585.243	0	0	0
784	171	19688305.23	3843601.087	0	0	0
785	1038	19685516.0	3843439.593	0	0	0
786	136	19686582.97	3843496.115	0	0	0
787	136	19686001.67	3842425.894	0	0	0
788	95	19687200.33	3842087.108	0	0	0
789	95	19686728.3	3842536.025	0	0	0
790	95	19687445.13	3842505.717	0	0	0
791	166	19683276.19	3843426.812	0	0	0
792	134	19683761.43	3843739.029	0	0	0
793	134	19684448.44	3843374.447	0	0	0
794	1576	19681281.26	3842674.932	0	0	0
795	813	19681319.48	3843894.66	0	0	0
796	650	19682249.22	3843660.341	0	0	0
797	487	19680487.71	3843993.633	0	0	0
798	2109	19674347.12	3842263.146	0	0	0
799	403	19675655.16	3842468.703	0	0	0
800	1434	19676285.79	3843102.57	0	0	0
801	861	19676036.22	3842939.714	0	0	0
802	322	19675995.44	3842501.917	0	0	0
803	861	19675851.64	3843151.325	0	0	0
804	861	19676316.89	3843513.397	0	0	0
805	1146	19676209.29	3844020.671	0	0	0
806	1373	19676815.43	3844421.665	0	0	0
807	1079	19678230.06	3846236.104	0	0	0
808	1071	19676366.89	3846156.252	0	0	0
809	933	19678061.31	3844203.655	0	0	0
810	856	19676557.53	3845610.487	0	0	0
811	4687	19680027.29	3846229.964	0	0	0
812	1884	19682166.3	3844314.184	0	0	0
813	1152	19682700.9	3845270.983	0	0	0
814	650	19681915.01	3844317.933	0	0	0
815	1730	19684815.52	3845471.759	0	0	0
816	1152	19683502.66	3846184.752	0	0	0
817	1152	19683518.64	3845061.357	0	0	0
818	1508	19683765.48	3844477.528	0	0	0
819	134	19684612.74	3844158.35	0	0	0
820	226	19686749.99	3844780.322	0	0	0
821	454	19686703.38	3846202.042	0	0	0
822	665	19685573.72	3846053.102	0	0	0
823	360	19686481.3	3845669.418	0	0	0
824	182	19687410.87	3845201.413	0	0	0
825	360	19685798.55	3845288.437	0	0	0
826	182	19686195.15	3844181.799	0	0	0
827	227	19687423.3	3844417.579	0	0	0
828	285	19688791.25	3844113.089	0	0	0
829	806	19688152.16	3845865.422	0	0	0
830	360	19689190.83	3846225.66	0	0	0
831	171	19688076.37	3844127.026	0	0	0
832	227	19688106.33	3844693.049	0	0	0
833	622	19688353.84	3845343.343	0	0	0
834	662	19689838.95	3844055.859	0	0	0
835	827	19690026.77	3844436.099	0	0	0
836	371	19691326.88	3844791.411	0	0	0
837	569	19690075.22	3845219.4	0	0	0
838	225	19690260.95	3845550.486	0	0	0
839	340	19691892.15	3846272.871	0	0	0
840	180	19691896.13	3844230.333	0	0	0
841	143	19692095.93	3844264.591	0	0	0
842	143	19691752.65	3844071.745	0	0	0
843	143	19691739.32	3844436.062	0	0	0
844	179	19691935.84	3845257.79	0	0	0
845	179	19691998.22	3845505.234	0	0	0
846	179	19691294.83	3845541.223	0	0	0
847	392	19691078.61	3846044.274	0	0	0
848	392	19690293.1	3846212.017	0	0	0
849	231	19692631.06	3844215.891	0	0	0
850	139	19693257.34	3845403.212	0	0	0
851	185	19692849.65	3844787.436	0	0	0
852	185	19692725.12	3844493.112	0	0	0
853	185	19693387.59	3844587.384	0	0	0
854	97	19694263.86	3844410.699	0	0	0
855	97	19693153.93	3844139.966	0	0	0
856	296	19694384.97	3846225.99	0	0	0
857	272	19693958.39	3846196.529	0	0	0
858	272	19692624.23	3846172.164	0	0	0
859	272	19693288.38	3846228.604	0	0	0
860	387	19696615.6	3845328.034	0	0	0
861	636	19695021.87	3844521.748	0	0	0
862	97	19694590.0	3844188.57	0	0	0
863	309	19695654.53	3845893.726	0	0	0
864	309	19696298.19	3845586.797	0	0	0
865	309	19696451.42	3845126.013	0	0	0
866	510	19695062.48	3845467.172	0	0	0
867	510	19694872.74	3845934.005	0	0	0
868	510	19694508.21	3845188.923	0	0	0
869	309	19696026.35	3846093.456	0	0	0
870	5581	19697685.8	3844647.037	1	0	38666
871	402	19698922.01	3845926.891	0	0	0
872	351	19698296.21	3844430.672	0	0	0
873	387	19697466.56	3844039.13	0	0	0
874	351	19698752.15	3844213.622	0	0	0
875	322	19698871.24	3846098.746	0	0	0
876	476	19698475.16	3845025.813	0	0	0
877	322	19698032.11	3845432.299	0	0	0
878	387	19697180.88	3844859.291	0	0	0
879	387	19697247.28	3845292.392	0	0	0
880	322	19697408.66	3845629.21	0	0	0
881	309	19697232.08	3845882.694	0	0	0
882	322	19697728.37	3846122.658	0	0	0
883	309	19696854.32	3846028.011	0	0	0
884	600	19700483.9	3844850.566	0	0	0
885	548	19699868.86	3845901.838	0	0	0
886	381	19700764.15	3844212.026	0	0	0
887	476	19700748.05	3845602.734	0	0	0
888	476	19699580.19	3845530.646	0	0	0
889	476	19700289.45	3845373.943	0	0	0
890	476	19701027.7	3845236.384	0	0	0
891	476	19701033.73	3844782.573	0	0	0
892	1621	19702537.17	3844417.123	0	0	0
893	480	19702875.12	3846285.235	0	0	0
894	380	19702830.42	3845612.631	0	0	0
895	380	19703066.81	3845967.975	0	0	0
896	380	19702115.34	3846084.259	0	0	0
897	380	19701903.34	3845849.306	0	0	0
898	380	19701464.33	3846068.034	0	0	0
899	372	19701825.05	3844271.945	0	0	0
900	476	19701539.02	3845425.963	0	0	0
901	476	19701916.49	3844628.086	0	0	0
902	380	19703253.56	3845377.408	0	0	0
903	466	19704255.08	3844173.048	0	0	0
904	637	19703693.88	3845177.928	0	0	0
905	637	19703811.15	3845412.158	0	0	0
906	637	19703888.65	3845766.108	0	0	0
907	809	19704886.94	3845882.947	0	0	0
908	375	19703843.29	3844038.791	0	0	0
909	264	19703557.95	3844084.661	0	0	0
910	637	19705164.84	3844206.694	0	0	0
911	375	19704589.78	3844396.869	0	0	0
912	375	19703901.36	3844588.793	0	0	0
913	809	19705719.45	3845231.614	0	0	0
914	473	19706332.38	3848237.834	0	0	0
915	606	19705927.03	3846462.457	0	0	0
916	606	19706298.42	3846765.892	0	0	0
917	426	19705805.97	3847411.976	0	0	0
918	4320	19703857.67	3847141.246	1	0	49858
919	1011	19705297.1	3846322.785	0	0	0
920	712	19704480.38	3846829.71	0	0	0
921	572	19703556.14	3847650.7	0	0	0
922	1032	19703804.48	3848378.647	0	0	0
923	568	19705146.75	3846820.456	0	0	0
924	568	19705235.55	3846602.771	0	0	0
925	463	19705210.83	3847610.343	0	0	0
926	463	19705453.74	3848450.895	0	0	0
927	352	19701457.61	3846698.285	0	0	0
928	942	19703370.96	3846820.322	0	0	0
929	380	19702533.32	3846314.281	0	0	0
930	380	19702125.52	3846688.426	0	0	0
931	280	19701917.38	3847267.937	0	0	0
932	380	19702821.78	3846790.226	0	0	0
933	753	19703357.83	3847060.899	0	0	0
934	458	19702879.02	3847755.819	0	0	0
935	280	19701493.2	3847401.481	0	0	0
936	343	19702013.1	3847916.327	0	0	0
937	826	19703218.67	3848047.483	0	0	0
938	343	19701540.49	3848247.68	0	0	0
939	380	19701423.76	3846381.332	0	0	0
940	298	19699399.48	3847966.244	0	0	0
941	280	19701015.96	3846755.477	0	0	0
942	210	19701124.82	3847480.027	0	0	0
943	437	19699488.53	3847028.18	0	0	0
944	240	19699885.02	3847025.793	0	0	0
945	240	19700392.12	3847017.965	0	0	0
946	240	19700396.02	3846803.976	0	0	0
947	437	19699219.36	3846602.726	0	0	0
948	437	19699838.82	3846482.673	0	0	0
949	437	19700638.68	3846572.196	0	0	0
950	240	19700490.66	3847787.528	0	0	0
951	437	19699064.2	3847577.596	0	0	0
952	240	19700285.19	3848159.002	0	0	0
953	347	19697878.06	3846509.563	0	0	0
954	231	19697934.71	3847990.522	0	0	0
955	437	19698824.64	3847312.512	0	0	0
956	240	19698718.68	3848196.506	0	0	0
957	184	19698195.64	3847834.711	0	0	0
958	277	19698331.81	3846798.91	0	0	0
959	277	19697235.54	3846611.41	0	0	0
960	184	19697143.37	3848104.849	0	0	0
961	184	19697038.22	3847780.485	0	0	0
962	184	19696751.01	3847357.845	0	0	0
963	277	19696826.92	3846563.974	0	0	0
964	184	19697129.43	3848440.846	0	0	0
965	296	19694759.43	3846303.273	0	0	0
966	138	19696519.01	3847881.752	0	0	0
967	277	19696447.61	3846968.367	0	0	0
968	309	19696443.99	3846779.57	0	0	0
969	296	19695394.23	3846544.233	0	0	0
970	296	19695477.29	3848180.666	0	0	0
971	178	19694775.91	3848517.217	0	0	0
972	373	19694290.51	3847125.163	0	0	0
973	263	19692336.46	3848467.362	0	0	0
974	178	19693935.67	3848482.467	0	0	0
975	197	19693193.49	3848346.843	0	0	0
976	392	19692250.17	3846865.165	0	0	0
977	272	19693055.02	3846961.192	0	0	0
978	272	19692287.12	3846571.726	0	0	0
979	272	19692827.62	3846651.34	0	0	0
980	296	19693484.54	3846601.569	0	0	0
981	296	19694452.77	3847947.544	0	0	0
982	492	19691504.54	3846995.959	0	0	0
983	328	19691819.47	3847851.937	0	0	0
984	392	19691449.1	3846302.427	0	0	0
985	392	19690314.46	3847027.467	0	0	0
986	364	19690171.08	3847429.837	0	0	0
987	263	19691855.07	3848085.268	0	0	0
988	263	19692036.97	3847579.847	0	0	0
989	263	19691846.52	3847141.603	0	0	0
990	456	19688952.75	3848078.045	0	0	0
991	441	19687824.06	3847333.018	0	0	0
992	360	19687794.6	3846764.443	0	0	0
993	360	19687876.81	3846478.266	0	0	0
994	364	19689254.3	3847007.103	0	0	0
995	364	19688823.57	3848372.741	0	0	0
996	830	19686367.44	3846784.178	0	0	0
997	441	19686651.06	3848299.248	0	0	0
998	441	19686913.96	3848222.982	0	0	0
999	441	19685910.33	3847664.428	0	0	0
1000	441	19685755.05	3847418.978	0	0	0
1001	665	19686102.49	3846759.17	0	0	0
1002	360	19686530.82	3846668.577	0	0	0
1003	360	19687289.03	3846806.782	0	0	0
1004	364	19687570.62	3847694.224	0	0	0
1005	1551	19684597.26	3848369.834	0	0	0
1006	1281	19683368.02	3846638.944	0	0	0
1007	30967	19680892.22	3847950.872	0	0	0
1008	1281	19682548.35	3846624.15	0	0	0
1009	800	19676935.45	3846635.762	0	0	0
1010	864	19678021.3	3846561.599	0	0	0
1011	640	19676537.94	3846371.081	0	0	0
1012	640	19676657.94	3846561.573	0	0	0
1013	1544	19677552.97	3848176.565	0	0	0
1014	398	19676079.19	3848327.746	0	0	0
1015	480	19674986.78	3846644.924	0	0	0
1016	319	19675760.33	3847526.552	0	0	0
1017	319	19676217.88	3848220.714	0	0	0
1018	319	19675503.42	3848469.523	0	0	0
1019	319	19674253.91	3847933.404	0	0	0
1020	1189	19667030.15	3850136.182	0	0	0
1021	1476	19666427.34	3850314.286	0	0	0
1022	480	19665057.08	3849884.814	0	0	0
1023	1351	19672950.19	3850794.357	0	0	0
1024	319	19676225.36	3848845.322	0	0	0
1025	2814	19677005.06	3849251.159	1	0	46814
1026	3101	19677332.76	3848608.601	0	0	0
1027	3195	19677887.62	3850738.994	0	0	0
1028	14551	19680207.42	3848582.995	1	0	42401
1029	31410	19680409.35	3849364.368	1	0	157683
1030	7350	19679672.81	3848823.128	0	0	0
1031	1986	19680027.29	3850154.504	0	0	0
1032	1295	19680063.74	3850533.646	0	0	0
1033	1747	19680577.42	3850258.465	0	0	0
1034	1560	19680534.1	3850475.051	0	0	0
1035	14884	19682349.62	3848951.733	0	0	0
1036	2113	19682344.76	3850059.206	0	0	0
1037	883	19681709.54	3849500.717	0	0	0
1038	1691	19682040.25	3850814.387	0	0	0
1039	550	19686456.85	3850108.599	0	0	0
1040	472	19685736.5	3849075.905	0	0	0
1041	442	19687451.76	3849877.18	0	0	0
1042	442	19686889.2	3849704.899	0	0	0
1043	442	19686095.54	3850183.798	0	0	0
1044	442	19685611.87	3849939.133	0	0	0
1045	380	19685467.67	3849573.712	0	0	0
1046	380	19685734.28	3849234.567	3	50000	40000
1047	380	19685409.32	3849055.736	0	0	0
1048	380	19686060.85	3849555.003	0	0	0
1049	380	19686118.01	3849216.387	0	0	0
1050	380	19686506.55	3848915.552	0	0	0
1051	442	19686693.57	3850598.366	0	0	0
1052	317	19689661.3	3850143.118	0	0	0
1053	390	19689452.53	3850771.455	0	0	0
1054	390	19688944.66	3850347.214	0	0	0
1055	390	19689216.12	3850229.223	0	0	0
1056	380	19691262.28	3848756.367	0	0	0
1057	394	19690826.22	3849289.335	0	0	0
1058	304	19690851.77	3848565.673	0	0	0
1059	304	19692179.48	3848837.079	0	0	0
1060	227	19692100.39	3849180.464	0	0	0
1061	317	19691486.46	3849360.056	0	0	0
1062	317	19691691.76	3849532.801	0	0	0
1063	317	19690357.55	3849165.806	0	0	0
1064	317	19690609.45	3849521.479	0	0	0
1065	317	19690195.63	3849630.323	0	0	0
1066	317	19690109.44	3850036.644	0	0	0
1067	167	19691839.91	3850705.855	0	0	0
1068	210	19692215.16	3850040.335	0	0	0
1069	224	19694274.36	3849814.227	0	0	0
1070	220	19693850.77	3850643.883	0	0	0
1071	220	19694456.28	3850675.131	0	0	0
1072	178	19693726.47	3849821.323	0	0	0
1073	125	19693332.36	3849207.681	0	0	0
1074	133	19694202.16	3849283.337	0	0	0
1075	133	19694080.54	3849169.226	0	0	0
1076	178	19694025.98	3848869.467	0	0	0
1077	275	19695073.81	3850791.335	0	0	0
1078	220	19694626.87	3850338.067	0	0	0
1079	133	19695540.06	3848868.325	0	0	0
1080	178	19694875.19	3848801.264	0	0	0
1081	178	19694601.98	3848634.4	0	0	0
1082	178	19694607.89	3848888.515	0	0	0
1083	178	19694722.07	3849562.38	0	0	0
1084	220	19695256.91	3849726.172	0	0	0
1085	220	19695032.61	3849943.245	0	0	0
1086	220	19695665.13	3850705.764	0	0	0
1087	130	19696643.85	3849864.244	0	0	0
1088	163	19697157.23	3850193.765	0	0	0
1089	175	19698715.75	3849224.733	0	0	0
1090	130	19697001.25	3850766.329	0	0	0
1091	130	19696862.41	3850566.461	0	0	0
1092	130	19697420.72	3850573.307	0	0	0
1093	130	19696962.21	3850192.794	0	0	0
1094	130	19696880.57	3849996.875	0	0	0
1095	130	19696769.41	3849534.64	0	0	0
1096	130	19697011.4	3849075.654	0	0	0
1097	142	19697886.11	3848713.221	0	0	0
1098	142	19697756.8	3848820.572	0	0	0
1099	142	19698948.21	3848792.174	0	0	0
1100	142	19698539.34	3849445.457	0	0	0
1101	142	19698741.87	3849744.865	0	0	0
1102	266	19699880.51	3849617.796	0	0	0
1103	212	19700929.44	3848818.522	0	0	0
1104	212	19700978.15	3849837.238	0	0	0
1105	212	19700756.44	3849611.193	0	0	0
1106	212	19700179.6	3849169.044	0	0	0
1107	212	19699512.88	3849276.646	0	0	0
1108	240	19699807.98	3848605.981	0	0	0
1109	240	19699233.03	3848566.272	0	0	0
1110	142	19699142.34	3849941.661	0	0	0
1111	524	19701673.52	3848894.959	0	0	0
1112	417	19702311.63	3848664.933	0	0	0
1113	826	19702952.61	3849127.054	0	0	0
1114	417	19701686.41	3849330.584	0	0	0
1115	417	19701594.67	3849649.927	0	0	0
1116	592	19705456.68	3850346.474	0	0	0
1117	463	19705029.56	3848584.439	0	0	0
1118	463	19705302.01	3849101.353	0	0	0
1119	471	19705579.05	3849685.636	0	0	0
1120	471	19705368.06	3849920.113	0	0	0
1121	826	19703858.05	3848953.733	0	0	0
1122	283	19706147.56	3849399.221	0	0	0
1123	283	19706221.49	3848666.76	0	0	0
1124	283	19706796.37	3849080.036	0	0	0
1125	353	19707025.21	3850168.666	0	0	0
1126	353	19707001.44	3850425.652	0	0	0
1127	353	19706748.57	3850954.179	0	0	0
1128	130	19696796.34	3851101.024	0	0	0
1129	179	19694764.37	3852246.198	0	0	0
1130	139	19696008.92	3851391.055	0	0	0
1131	139	19695193.7	3851201.324	0	0	0
1132	139	19695120.89	3851363.081	0	0	0
1133	105	19695929.81	3851799.295	0	0	0
1134	139	19695188.03	3851645.693	0	0	0
1135	139	19695046.21	3852025.064	0	0	0
1136	138	19696166.28	3852647.253	0	0	0
1137	139	19694719.57	3851624.458	0	0	0
1138	139	19694614.47	3851839.579	3	50000	30000
1139	250	19695197.34	3853013.975	0	0	0
1140	148	19692220.29	3851951.045	0	0	0
1141	167	19692793.76	3851004.297	0	0	0
1142	120	19693417.27	3851476.496	0	0	0
1143	220	19693317.39	3851078.45	0	0	0
1144	139	19694332.7	3852098.095	0	0	0
1145	248	19694154.29	3852819.629	0	0	0
1146	139	19693724.7	3852489.745	0	0	0
1147	120	19692952.64	3851702.568	0	0	0
1148	318	19690751.99	3851447.924	0	0	0
1149	411	19690669.85	3852289.882	0	0	0
1150	360	19691234.58	3853029.163	0	0	0
1151	254	19691231.62	3850990.781	0	0	0
1152	254	19691820.8	3851435.375	0	0	0
1153	390	19690288.9	3851096.076	0	0	0
1154	287	19691403.08	3852863.117	0	0	0
1155	287	19690552.04	3853026.72	0	0	0
1156	5463	19687735.72	3852281.561	1	0	32857
1157	472	19688452.01	3851643.012	0	0	0
1158	490	19689047.54	3851088.551	0	0	0
1159	680	19688564.95	3852947.02	0	0	0
1160	1681	19688739.51	3852402.828	0	0	0
1161	543	19689021.03	3852876.506	0	0	0
1162	543	19689547.36	3852868.381	0	0	0
1163	377	19688148.37	3851315.169	0	0	0
1164	858	19687486.22	3852900.592	0	0	0
1165	1617	19687271.21	3851920.242	0	0	0
1166	488	19685900.46	3852276.085	0	0	0
1167	1311	19686113.36	3851142.136	0	0	0
1168	1293	19687587.11	3851865.714	0	0	0
1169	390	19686246.28	3852103.113	0	0	0
1170	390	19686130.36	3852193.395	0	0	0
1171	749	19685588.06	3852029.114	0	0	0
1172	1048	19686315.49	3851292.851	0	0	0
1173	937	19685330.6	3852372.024	0	0	0
1174	545	19683472.13	3852536.309	0	0	0
1175	1770	19683817.55	3850877.901	0	0	0
1176	1048	19685331.92	3851024.659	0	0	0
1177	436	19683194.25	3852596.392	0	0	0
1178	436	19683768.97	3852947.417	0	0	0
1179	662	19682329.88	3852177.749	0	0	0
1180	469	19682032.94	3852322.198	0	0	0
1181	514	19681459.65	3851591.673	0	0	0
1182	530	19682521.75	3852216.375	0	0	0
1183	375	19681752.64	3852352.281	0	0	0
1184	410	19681257.44	3851762.128	0	0	0
1185	410	19680990.96	3851365.678	0	0	0
1186	596	19680487.17	3851353.122	0	0	0
1187	596	19680151.81	3851352.198	0	0	0
1188	752	19679184.19	3851440.238	0	0	0
1189	941	19678424.12	3851555.638	0	0	0
1190	1582	19677880.77	3851526.76	0	0	0
1191	642	19675551.73	3852602.232	0	0	0
1192	1351	19674225.39	3851445.606	0	0	0
1193	761	19669918.41	3851330.351	0	0	0
1194	761	19669523.58	3852081.593	0	0	0
1195	327	19666317.74	3851328.106	0	0	0
1196	480	19665002.05	3851173.01	0	0	0
1197	1456	19671660.85	3853335.197	0	0	0
1198	970	19673078.83	3853554.401	0	0	0
1199	777	19672316.45	3854063.398	0	0	0
1200	513	19675827.81	3853759.295	0	0	0
1201	513	19675976.33	3854630.883	0	0	0
1202	313	19674278.91	3854066.422	0	0	0
1203	1042	19678380.83	3854876.478	0	0	0
1204	712	19680627.96	3855031.381	0	0	0
1205	834	19678775.11	3854078.797	0	0	0
1206	326	19682804.47	3853203.256	0	0	0
1207	570	19681244.18	3855085.8	0	0	0
1208	3925	19684141.8	3853497.877	1	0	21448
1209	812	19684515.54	3853728.924	0	0	0
1210	1346	19684240.43	3853295.528	0	0	0
1211	478	19684129.75	3854729.139	0	0	0
1212	436	19683472.13	3853160.416	0	0	0
1213	3447	19685535.96	3853450.142	0	0	0
1214	304	19686901.57	3855113.523	0	0	0
1215	290	19686336.84	3854096.737	0	0	0
1216	242	19687291.95	3855269.987	0	0	0
1217	242	19686537.78	3855273.496	0	0	0
1218	227	19686533.85	3855039.724	0	0	0
1219	227	19686263.84	3854943.243	0	0	0
1220	227	19686720.13	3854785.733	0	0	0
1221	227	19685731.91	3854517.34	0	0	0
1222	227	19686167.18	3854402.855	0	0	0
1223	227	19685757.85	3854018.776	0	0	0
1224	227	19685697.87	3854712.386	0	0	0
1225	634	19688595.76	3853809.514	0	0	0
1226	505	19689887.19	3853814.73	0	0	0
1227	505	19688477.88	3853517.254	0	0	0
1228	505	19688910.87	3853369.254	0	0	0
1229	629	19689176.45	3854634.928	0	0	0
1230	629	19688975.92	3854852.576	0	0	0
1231	287	19690432.62	3853207.496	0	0	0
1232	216	19690296.39	3854020.895	0	0	0
1233	280	19691761.16	3854077.583	0	0	0
1234	280	19691923.38	3853821.93	0	0	0
1235	287	19690913.24	3853407.476	0	0	0
1236	287	19690566.0	3853583.636	0	0	0
1237	373	19691414.34	3854778.659	0	0	0
1238	373	19691894.94	3854987.463	0	0	0
1239	301	19692072.64	3855311.068	0	0	0
1240	466	19692353.77	3854600.134	0	0	0
1241	309	19693976.08	3853501.481	0	0	0
1242	336	19694358.44	3855291.031	0	0	0
1243	447	19694337.99	3854111.003	0	0	0
1244	280	19692909.8	3853712.152	0	0	0
1245	280	19692811.33	3854728.301	0	0	0
1246	280	19692892.37	3854511.518	0	0	0
1247	314	19694975.89	3853512.704	0	0	0
