"OID_","IN_FID","NEAR_FID","NEAR_DIST"
,256,235,0.000000
,256,257,0.000000
,257,258,0.000000
,257,256,0.000000
,257,259,0.000000
,258,246,0.000000
,258,268,0.000000
,258,244,0.000000
,258,256,0.000000
,258,257,0.000000
,258,259,0.000000
,259,258,0.000000
,259,268,0.000000
,259,257,0.000000
,260,242,0.000000
,260,243,0.000000
,260,245,0.000000
,260,256,0.000000
,260,264,0.000000
,261,253,0.000000
,261,269,0.000000
,261,263,0.000000
,262,165,0.000000
,262,251,0.000000
,262,265,0.000000
,262,250,0.000000
,263,253,0.000000
,263,269,0.000000
,263,166,0.000000
,263,239,0.000000
,263,261,0.000000
,264,243,0.000000
,264,260,0.000000
,264,240,0.000000
,264,249,0.000000
,264,255,0.000000
,265,165,0.000000
,265,251,0.000000
,265,267,0.000000
,265,262,0.000000
,266,268,0.000000
,266,165,0.000000
,267,165,0.000000
,267,251,0.000000
,267,265,0.000000
,267,166,0.000000
,267,236,0.000000
,268,258,0.000000
,268,165,0.000000
,268,244,0.000000
,268,250,0.000000
,268,266,0.000000
,268,259,0.000000
,269,253,0.000000
,269,261,0.000000
,269,263,0.000000
,270,119,0.000000
,270,99,0.000000
,270,101,0.000000
,270,105,0.000000
,271,116,0.000000
,271,272,0.000000
,271,285,0.000000
,272,107,0.000000
,272,271,0.000000
,272,273,0.000000
,272,11,0.000000
,272,285,0.000000
,273,107,0.000000
,273,272,0.000000
,273,274,0.000000
,273,11,0.000000
,273,89,0.000000
,274,273,0.000000
,274,283,0.000000
,274,12,0.000000
,274,89,0.000000
,275,13,0.000000
,275,14,0.000000
,275,111,0.000000
,275,127,0.000000
,275,282,0.000000
,275,12,0.000000
,276,14,0.000000
,276,122,0.000000
,276,127,0.000000
,276,128,0.000000
,276,174,0.000000
,276,17,0.000000
,276,142,0.000000
,277,26,0.000000
,277,28,0.000000
,277,23,0.000000
,278,241,0.000000
,278,252,0.000000
,278,279,0.000000
,278,222,0.000000
,279,248,0.000000
,279,222,0.000000
,279,278,0.000000
,280,102,0.000000
,280,14,0.000000
,280,125,0.000000
,280,9,0.000000
,280,281,0.000000
,280,91,0.000000
,281,102,0.000000
,281,9,0.000000
,281,88,0.000000
,281,280,0.000000
,281,91,0.000000
,282,13,0.000000
,282,111,0.000000
,282,275,0.000000
,282,283,0.000000
,283,13,0.000000
,283,274,0.000000
,283,282,0.000000
,283,12,0.000000
,284,82,0.000000
,284,167,0.000000
,284,285,0.000000
,284,10,0.000000
,284,73,0.000000
,285,116,0.000000
,285,151,0.000000
,285,271,0.000000
,285,272,0.000000
,285,11,0.000000
,285,167,0.000000
,285,286,0.000000
,285,10,0.000000
,285,99,0.000000
,285,284,0.000000
,286,11,0.000000
,286,82,0.000000
,286,84,0.000000
,286,167,0.000000
,286,285,0.000000
,286,85,0.000000
,287,24,0.000000
,287,29,0.000000
,287,37,0.000000
,287,288,0.000000
,288,24,0.000000
,288,37,0.000000
,288,25,0.000000
,288,27,0.000000
,288,35,0.000000
,288,287,0.000000
,289,43,0.000000
,289,54,0.000000
,289,60,0.000000
,289,290,0.000000
,289,32,0.000000
,290,46,0.000000
,290,54,0.000000
,290,289,0.000000
,290,26,0.000000
,290,28,0.000000
,290,32,0.000000
,291,114,0.000000
,291,125,0.000000
,291,137,0.000000
,291,292,0.000000
,292,133,0.000000
,292,114,0.000000
,292,137,0.000000
,292,291,0.000000
,292,135,0.000000
,293,47,0.000000
,293,149,0.000000
,293,46,0.000000
,293,294,0.000000
,293,6,0.000000
,293,50,0.000000
,294,46,0.000000
,294,54,0.000000
,294,293,0.000000
,294,66,0.000000
,294,6,0.000000
,295,44,0.000000
,295,52,0.000000
,295,150,0.000000
,295,168,0.000000
,295,36,0.000000
,296,20,0.000000
,296,130,0.000000
,296,169,0.000000
,296,172,0.000000
,297,202,0.000000
,297,159,0.000000
,297,161,0.000000
,297,200,0.000000
,297,207,0.000000
,297,215,0.000000
,297,217,0.000000
,297,210,0.000000
,297,156,0.000000
,297,184,0.000000
,297,180,0.000000
,297,188,0.000000
,297,191,0.000000
,297,189,0.000000
